2001-07-01|1
2001-07-02|2
2001-07-03|3
2001-07-04|4
2001-07-05|5
2001-07-06|1
2001-07-07|2
2001-07-08|3
2001-07-09|4
2001-07-10|5
2001-07-11|1
2001-07-12|2
2001-07-13|3
2001-07-14|4
2001-07-15|5
2001-07-16|1
2001-07-17|2
2001-07-18|3
2001-07-19|4
2001-07-20|5
2001-07-21|1
2001-07-22|2
2001-07-23|3
2001-07-24|4
2001-07-25|5
2001-07-26|1
2001-07-27|2
2001-07-28|3
2001-07-29|4
2001-07-30|5
2001-07-31|1
2001-08-01|2
2001-08-02|3
2001-08-03|4
2001-08-04|5
2001-08-05|1
2001-08-06|2
2001-08-07|3
2001-08-08|4
2001-08-09|5
2001-08-10|1
2001-08-11|2
2001-08-12|3
2001-08-13|4
2001-08-14|5
2001-08-15|1
2001-08-16|2
2001-08-17|3
2001-08-18|4
2001-08-19|5
2001-08-20|1
2001-08-21|2
2001-08-22|3
2001-08-23|4
2001-08-24|5
2001-08-25|1
2001-08-26|2
2001-08-27|3
2001-08-28|4
2001-08-29|5
2001-08-30|1
2001-08-31|2
2001-09-01|3
2001-09-02|4
2001-09-03|5
2001-09-04|1
2001-09-05|2
2001-09-06|3
2001-09-07|4
2001-09-08|5
2001-09-09|1
2001-09-10|2
2001-09-11|3
2001-09-12|4
2001-09-13|5
2001-09-14|1
2001-09-15|2
2001-09-16|3
2001-09-17|4
2001-09-18|5
2001-09-19|1
2001-09-20|2
2001-09-21|3
2001-09-22|4
2001-09-23|5
2001-09-24|1
2001-09-25|2
2001-09-26|3
2001-09-27|4
2001-09-28|5
2001-09-29|1
2001-09-30|2
2001-10-01|3
2001-10-02|4
2001-10-03|5
2001-10-04|1
2001-10-05|2
2001-10-06|3
2001-10-07|4
2001-10-08|5
